Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt change to error:    20043642.wav    | -4.552306175232 | -6.962853431702 |
utt change to error:    20043647.wav    | -5.462580680847 | -7.029244422913 |
utt change to error:    20043654.wav    | -5.432574748993 | -7.183437824249 |
utt change to error:    20043668.wav    | -5.020172119141 | -6.931468963623 |
utt change to error:    20043680.wav    | -4.082397460938 | -6.836636066437 |
utt change to error:    20043685.wav    | -5.12503194809 | -7.143508911133 |
utt change to error:    20043698.wav    | -4.842591762543 | -7.115584850311 |
utt change to error:    20043702.wav    | -4.737769126892 | -6.970553398132 |
utt change to error:    20043703.wav    | -5.275076389313 | -7.075284957886 |
utt change to error:    20043706.wav    | -5.519241333008 | -6.822817802429 |
utt change to error:    20043708.wav    | -4.844056129456 | -6.87207698822 |
utt change to error:    20043714.wav    | -4.699237823486 | -6.881135940552 |
utt change to error:    20043729.wav    | -4.924595832825 | -7.040025234222 |
utt change to error:    20043734.wav    | -5.511971950531 | -6.866708755493 |
utt change to error:    20043735.wav    | -4.036708831787 | -6.937006473541 |
utt change to error:    20043737.wav    | -4.504761695862 | -6.850746154785 |
utt change to error:    20043738.wav    | -4.702368736267 | -6.904849052429 |
utt change to error:    20043745.wav    | -5.486643791199 | -6.892274856567 |
utt change to error:    20043746.wav    | -4.357242584229 | -6.818905830383 |
utt change to error:    20043747.wav    | -4.197034835815 | -6.964530467987 |
utt change to error:    20043755.wav    | -4.912286758423 | -6.83761882782 |
utt change to error:    20043760.wav    | -4.653079986572 | -7.001280784607 |
utt change to error:    20043767.wav    | -4.79895734787 | -6.984362602234 |
utt change to error:    20043783.wav    | -4.837359905243 | -7.153763771057 |
utt change to error:    20043792.wav    | -5.327851295471 | -6.943397521973 |
utt change to error:    20043793.wav    | -4.880611896515 | -6.84836435318 |
utt change to error:    20043802.wav    | -4.627245903015 | -7.154812812805 |
utt change to error:    20043825.wav    | -5.40632724762 | -7.12190246582 |
utt change to error:    20043828.wav    | -5.059129714966 | -6.855218887329 |
utt change to error:    20043837.wav    | -4.484584331512 | -6.950487136841 |
utt change to error:    20043925.wav    | -5.164788246155 | -7.116498947144 |
utt change to error:    20043976.wav    | -4.520292282104 | -7.109174728394 |
utt change to error:    20044028.wav    | -4.420460700989 | -6.990126609802 |
utt change to error:    20044032.wav    | -4.335730075836 | -6.927057266235 |
utt change to error:    20044037.wav    | -4.726668834686 | -6.857265472412 |
utt change to error:    20044044.wav    | -5.019925117493 | -6.834610939026 |
utt change to error:    20044093.wav    | -3.987438201904 | -6.827794075012 |
utt change to error:    20044099.wav    | -4.505115509033 | -7.169982910156 |
utt change to error:    20044101.wav    | -4.744417190552 | -6.903331756592 |
utt change to error:    20044106.wav    | -5.196090698242 | -6.84178686142 |
utt change to error:    20044111.wav    | -4.42346572876 | -6.951531410217 |
utt change to error:    20044113.wav    | -4.776028633118 | -7.045443534851 |
utt change to error:    20044121.wav    | -4.59762096405 | -6.87663936615 |
utt change to error:    20044125.wav    | -5.398014068604 | -7.062885284424 |
utt change to error:    20044130.wav    | -4.421110153198 | -6.850924491882 |
utt change to error:    20044132.wav    | -4.864333629608 | -7.185041427612 |
utt change to error:    20044137.wav    | -4.32279920578 | -6.8891248703 |
utt change to error:    20044140.wav    | -5.26026725769 | -6.959582805634 |
utt change to error:    20044144.wav    | -5.121376991272 | -7.231469154358 |
utt change to error:    20044162.wav    | -5.304553508759 | -7.096028327942 |
utt change to error:    20044212.wav    | -5.627299308777 | -7.219218254089 |
utt change to error:    20044291.wav    | -5.555546760559 | -7.023012161255 |
utt change to error:    20044300.wav    | -5.575092315674 | -7.613861560822 |
utt change to error:    20044328.wav    | -5.582323074341 | -7.078592777252 |
utt change to error:    20044357.wav    | -5.565631866455 | -7.497749328613 |
utt change to error:    20044378.wav    | -5.360901832581 | -7.253232002258 |
utt change to error:    20044381.wav    | -5.291703224182 | -7.317020893097 |
utt change to error:    20044395.wav    | -5.625870704651 | -6.92915725708 |
utt change to error:    20044399.wav    | -5.572531700134 | -7.509255886078 |
utt change to error:    20044419.wav    | -4.490825176239 | -7.292840957642 |
utt change to error:    20044422.wav    | -5.438872337341 | -7.452832698822 |
utt change to error:    20044435.wav    | -4.686321258545 | -7.111604690552 |
utt change to error:    20044436.wav    | -5.341484069824 | -7.386952400208 |
utt change to error:    20044554.wav    | -5.306715488434 | -7.37038230896 |
utt change to error:    20044562.wav    | -5.529879570007 | -7.042563915253 |
utt change to error:    20044578.wav    | -5.253882408142 | -7.432014465332 |
utt change to error:    20044622.wav    | -5.542365074158 | -7.107276916504 |
utt change to error:    20044627.wav    | -5.169666290283 | -7.297242164612 |
utt change to error:    20044651.wav    | -5.541781425476 | -7.335624217987 |
utt change to error:    20044658.wav    | -5.600937843323 | -6.816816329956 |
utt change to error:    20044675.wav    | -5.52223110199 | -6.843456268311 |
utt change to error:    20044682.wav    | -4.680484294891 | -7.319355964661 |
utt change to error:    20044691.wav    | -5.158286094666 | -7.289939403534 |
utt change to error:    20044707.wav    | -5.034410953522 | -7.245571136475 |
utt change to error:    20044738.wav    | -5.599495887756 | -7.114305019379 |
utt change to error:    20044740.wav    | -5.586724281311 | -7.083985328674 |
utt change to error:    20044755.wav    | -5.627301692963 | -7.010589599609 |
utt change to error:    20044762.wav    | -4.555488586426 | -6.979797840118 |
utt change to error:    20044765.wav    | -5.604287147522 | -7.373566627502 |
utt change to error:    20044777.wav    | -5.551685810089 | -7.168096542358 |
utt change to error:    20044793.wav    | -5.577411174774 | -6.849720954895 |
utt change to error:    20044935.wav    | -4.899676322937 | -6.859268188477 |
utt change to error:    20044953.wav    | -5.370764255524 | -6.854377269745 |
utt change to error:    20045001.wav    | -5.233932495117 | -7.042926311493 |
utt change to error:    20045015.wav    | -5.220831394196 | -6.832448482513 |
utt change to error:    20045033.wav    | -4.862128257751 | -6.934509277344 |
utt change to error:    20045067.wav    | -5.925367355347 | -6.560390472412 |
utt change to error:    20045068.wav    | -5.788784503937 | -5.972044944763 |
utt change to error:    20045071.wav    | -5.971061706543 | -6.435144424438 |
utt change to error:    20045072.wav    | -5.899745941162 | -6.462202072144 |
utt change to error:    20045073.wav    | -5.880720615387 | -6.458590507507 |
utt change to error:    20045075.wav    | -5.984835147858 | -6.615763187408 |
utt change to error:    20045077.wav    | -5.992756843567 | -6.560027122498 |
utt change to error:    20045078.wav    | -5.818474769592 | -6.337182044983 |
utt change to error:    20045080.wav    | -5.905536651611 | -6.319661140442 |
utt change to error:    20045081.wav    | -5.947246074677 | -6.300162315369 |
utt change to error:    20045082.wav    | -5.850506782532 | -6.516835212708 |
utt change to error:    20045083.wav    | -5.694843292236 | -6.124047756195 |
utt change to error:    20045085.wav    | -5.860475540161 | -6.385773658752 |
utt change to error:    20045087.wav    | -5.796287536621 | -6.711410522461 |
utt change to error:    20045088.wav    | -5.831707954407 | -6.292984008789 |
utt change to error:    20045089.wav    | -5.876138687134 | -6.160021305084 |
utt change to error:    20045090.wav    | -5.92720079422 | -6.452586650848 |
utt change to error:    20045091.wav    | -5.926168441772 | -6.440541744232 |
utt change to error:    20045092.wav    | -5.755965232849 | -6.782143592834 |
utt change to error:    20045093.wav    | -5.821892738342 | -6.433294296265 |
utt change to error:    20045095.wav    | -5.881499290466 | -6.50114440918 |
utt change to error:    20045096.wav    | -5.927093982697 | -6.424324035645 |
utt change to error:    20045097.wav    | -5.738921165466 | -6.47300863266 |
utt change to error:    20045098.wav    | -6.019739151001 | -6.560832023621 |
utt change to error:    20045099.wav    | -6.030808448792 | -6.325976848602 |
utt change to error:    20045100.wav    | -5.774957180023 | -6.463192939758 |
utt change to error:    20045101.wav    | -5.855346679688 | -6.65501499176 |
utt change to error:    20045102.wav    | -5.982439041138 | -6.424873352051 |
utt change to error:    20045103.wav    | -5.971426010132 | -6.204072475433 |
utt change to error:    20045104.wav    | -5.919793605804 | -6.359098434448 |
utt change to error:    20045105.wav    | -6.020263671875 | -6.614302635193 |
utt change to error:    20045106.wav    | -5.966708183289 | -6.489315032959 |
utt change to error:    20045107.wav    | -5.643297195435 | -6.243715763092 |
utt change to error:    20045109.wav    | -6.056962490082 | -6.309580802917 |
utt change to error:    20045110.wav    | -5.965944766998 | -6.542691707611 |
utt change to error:    20045112.wav    | -6.092018127441 | -6.470510482788 |
utt change to error:    20045113.wav    | -6.098536491394 | -6.437995910645 |
utt change to error:    20045114.wav    | -6.018874168396 | -6.438919067383 |
utt change to error:    20045115.wav    | -5.877594947815 | -6.196888923645 |
utt change to error:    20045116.wav    | -5.812185287476 | -6.279262065887 |
utt change to error:    20045118.wav    | -6.055933952332 | -6.454185009003 |
utt change to error:    20045119.wav    | -5.943189620972 | -6.30580997467 |
utt change to error:    20045120.wav    | -5.842951774597 | -6.301551818848 |
utt change to error:    20045121.wav    | -5.926379203796 | -6.243982315063 |
utt change to error:    20045122.wav    | -5.913414955139 | -6.470244407654 |
utt change to error:    20045123.wav    | -5.912582874298 | -6.452783584595 |
utt change to error:    20045124.wav    | -5.781599521637 | -6.284119606018 |
utt change to error:    20045125.wav    | -6.098607540131 | -6.487930297852 |
utt change to error:    20045126.wav    | -5.996126174927 | -6.642783641815 |
utt change to error:    20045127.wav    | -6.028862476349 | -6.379824638367 |
utt change to error:    20045128.wav    | -6.037155628204 | -6.558333396912 |
utt change to error:    20045129.wav    | -5.855221748352 | -6.746971130371 |
utt change to error:    20045130.wav    | -5.723751544952 | -6.647707462311 |
utt change to error:    20045131.wav    | -5.990502357483 | -6.373203277588 |
utt change to error:    20045132.wav    | -5.834460258484 | -6.051944732666 |
utt change to error:    20045133.wav    | -6.006917953491 | -6.500180244446 |
utt change to error:    20045134.wav    | -5.899872779846 | -6.56237411499 |
utt change to error:    20045135.wav    | -5.879909038544 | -6.438955783844 |
utt change to error:    20045136.wav    | -5.926590919495 | -6.52419757843 |
utt change to error:    20045137.wav    | -5.891909599304 | -6.375208854675 |
utt change to error:    20045138.wav    | -5.905725955963 | -6.304936408997 |
utt change to error:    20045139.wav    | -6.031272888184 | -6.420941352844 |
utt change to error:    20045140.wav    | -5.832093715668 | -6.557353019714 |
utt change to error:    20045141.wav    | -5.91082572937 | -6.326127052307 |
utt change to error:    20045142.wav    | -5.986494541168 | -6.433026313782 |
utt change to error:    20045143.wav    | -5.908052444458 | -6.514096260071 |
utt change to error:    20045144.wav    | -5.988203048706 | -6.725425720215 |
utt change to error:    20045146.wav    | -5.922167778015 | -6.197964668274 |
utt change to error:    20045147.wav    | -5.645181655884 | -5.907739639282 |
utt change to error:    20045148.wav    | -5.665679931641 | -6.260448455811 |
utt change to error:    20045149.wav    | -6.02941608429 | -6.371928215027 |
utt change to error:    20045150.wav    | -6.057341575623 | -6.438567638397 |
utt change to error:    20045152.wav    | -6.028965950012 | -6.665956497192 |
utt change to error:    20045153.wav    | -5.644160270691 | -6.442074775696 |
utt change to error:    20045155.wav    | -5.982040405273 | -6.752601623535 |
utt change to error:    20045160.wav    | -5.89196062088 | -6.774147987366 |
utt change to error:    20045162.wav    | -5.797397613525 | -6.576703071594 |
utt change to error:    20045171.wav    | -5.815643787384 | -6.395372390747 |
utt change to error:    20045173.wav    | -6.041166782379 | -6.449865818024 |
utt change to error:    20045174.wav    | -5.885864257812 | -6.782209396362 |
utt change to error:    20045178.wav    | -5.923851013184 | -6.61918258667 |
utt change to error:    20045182.wav    | -5.93733215332 | -6.758995056152 |
utt change to error:    20045184.wav    | -5.801853179932 | -6.65455532074 |
utt change to error:    20045187.wav    | -6.00861787796 | -6.731739997864 |
utt change to error:    20045188.wav    | -5.648446559906 | -6.798733234406 |
utt change to error:    20045189.wav    | -5.759462833405 | -6.695099830627 |
utt change to error:    20045190.wav    | -5.943500041962 | -6.644709587097 |
utt change to error:    20045191.wav    | -6.052084922791 | -6.655559539795 |
utt change to error:    20045192.wav    | -5.947528362274 | -6.751133441925 |
utt change to error:    20045195.wav    | -5.862450122833 | -6.746170043945 |
utt change to error:    20045197.wav    | -5.953618049622 | -6.746334075928 |
utt change to error:    20045199.wav    | -6.039555072784 | -6.78684425354 |
utt change to error:    20045201.wav    | -5.955263137817 | -6.685191631317 |
utt change to error:    20045202.wav    | -5.952089309692 | -6.748954772949 |
utt change to error:    20045205.wav    | -5.905494213104 | -6.621170043945 |
utt change to error:    20045206.wav    | -5.86027431488 | -6.603870868683 |
utt change to error:    20045207.wav    | -5.79075717926 | -6.718040943146 |
utt change to error:    20045210.wav    | -5.896083831787 | -6.794688224792 |
utt change to error:    20045213.wav    | -6.079001426697 | -6.795821666718 |
utt change to error:    20045214.wav    | -5.971667289734 | -6.584655761719 |
utt change to error:    20045216.wav    | -5.924200057983 | -6.486193656921 |
utt change to error:    20045217.wav    | -5.915778160095 | -6.705965995789 |
utt change to error:    20045221.wav    | -5.965088844299 | -6.790701389313 |
utt change to error:    20045222.wav    | -5.646679878235 | -6.667053222656 |
utt change to error:    20045224.wav    | -5.882130622864 | -6.71595954895 |
utt change to error:    20045226.wav    | -5.912309646606 | -6.79726600647 |
utt change to error:    20045227.wav    | -5.99823474884 | -6.711421012878 |
utt change to error:    20045233.wav    | -6.116077423096 | -6.769708633423 |
utt change to error:    20045235.wav    | -5.925790309906 | -6.755944728851 |
utt change to error:    20045239.wav    | -5.874912261963 | -6.58353805542 |
utt change to error:    20045241.wav    | -5.851764678955 | -6.66575717926 |
utt change to error:    20045242.wav    | -5.916738033295 | -6.810506343842 |
utt change to error:    20045246.wav    | -5.947550296783 | -6.769044876099 |
utt change to error:    20045247.wav    | -5.952624797821 | -6.775401115417 |
utt change to error:    20045248.wav    | -5.833556175232 | -6.646211624146 |
utt change to error:    20045249.wav    | -5.881139755249 | -6.566347122192 |
utt change to error:    20045250.wav    | -6.020355701447 | -6.750211715698 |
utt change to error:    20045252.wav    | -5.937260627747 | -6.545900344849 |
utt change to error:    20045254.wav    | -5.883903980255 | -6.63933801651 |
utt change to error:    20045257.wav    | -5.981862068176 | -6.622858047485 |
utt change to error:    20045258.wav    | -5.966323852539 | -6.69061088562 |
utt change to error:    20045259.wav    | -5.971143722534 | -6.68612575531 |
utt change to error:    20045262.wav    | -6.026936531067 | -6.775712013245 |
utt change to error:    20045263.wav    | -5.924587249756 | -6.516005992889 |
utt change to error:    20045266.wav    | -6.021448612213 | -6.796775817871 |
utt change to error:    20045267.wav    | -5.783853054047 | -6.672197341919 |
utt change to error:    20045268.wav    | -5.822507858276 | -6.652513980865 |
utt change to error:    20045269.wav    | -5.932527542114 | -6.784411430359 |
utt change to error:    20045278.wav    | -6.033180713654 | -6.797592163086 |
utt change to error:    20045279.wav    | -6.00968837738 | -6.783718109131 |
utt change to error:    20045282.wav    | -6.02858543396 | -6.67009305954 |
utt change to error:    20045283.wav    | -6.044389247894 | -6.783223628998 |
utt change to error:    20045285.wav    | -5.662272453308 | -6.458988189697 |
utt change to error:    20045287.wav    | -5.876323699951 | -6.663715839386 |
utt change to error:    20045289.wav    | -5.780261993408 | -6.47694683075 |
utt change to error:    20045290.wav    | -6.131042480469 | -6.736379623413 |
utt change to error:    20045294.wav    | -5.91637134552 | -6.752158164978 |
utt change to error:    20045295.wav    | -6.05365896225 | -6.565392494202 |
utt change to error:    20045296.wav    | -5.835156917572 | -6.687514781952 |
utt change to error:    20045297.wav    | -5.772115707397 | -6.734940052032 |
utt change to error:    20045298.wav    | -5.987455844879 | -6.621688365936 |
utt change to error:    20045306.wav    | -5.99395942688 | -6.651334285736 |
utt change to error:    20045307.wav    | -5.866953849792 | -6.615354537964 |
utt change to error:    20045310.wav    | -5.98512840271 | -6.7892370224 |
utt change to error:    20045313.wav    | -6.023230552673 | -6.711528778076 |
utt change to error:    20045315.wav    | -5.691012382507 | -6.8081407547 |
utt change to error:    20045316.wav    | -5.810573101044 | -6.381087303162 |
utt change to error:    20045318.wav    | -5.876132011414 | -6.343482017517 |
utt change to error:    20045322.wav    | -5.996720790863 | -6.652737140656 |
utt change to error:    20045323.wav    | -5.731203079224 | -6.810363769531 |
utt change to error:    20045324.wav    | -5.965807437897 | -6.774532794952 |
utt change to error:    20045326.wav    | -5.887271404266 | -6.698429107666 |
utt change to error:    20045327.wav    | -5.909769058228 | -6.77859210968 |
utt change to error:    20045328.wav    | -6.004435062408 | -6.649795532227 |
utt change to error:    20045331.wav    | -5.8126745224 | -6.590932846069 |
utt change to error:    20045332.wav    | -5.804222106934 | -6.633372783661 |
utt change to error:    20045338.wav    | -5.720319271088 | -6.7987241745 |
utt change to error:    20045341.wav    | -5.773417472839 | -6.504417419434 |
utt change to error:    20045342.wav    | -5.896780014038 | -6.333950519562 |
utt change to error:    20045343.wav    | -6.01628112793 | -6.75426864624 |
utt change to error:    20045345.wav    | -6.029260635376 | -6.802586078644 |
utt change to error:    20045346.wav    | -5.993800163269 | -6.65133523941 |
utt change to error:    20045349.wav    | -5.976867675781 | -6.773447036743 |
utt change to error:    20045351.wav    | -5.954595565796 | -6.734105110168 |
utt change to error:    20045352.wav    | -5.98962688446 | -6.775408744812 |
utt change to error:    20045353.wav    | -5.994296073914 | -6.721387863159 |
utt change to error:    20045354.wav    | -5.982270240784 | -6.760901927948 |
utt change to error:    20045356.wav    | -5.87099313736 | -6.609425067902 |
utt change to error:    20045358.wav    | -5.930145263672 | -6.654912471771 |
utt change to error:    20045359.wav    | -5.9612865448 | -6.549058914185 |
utt change to error:    20045360.wav    | -5.978322029114 | -6.76532459259 |
utt change to error:    20045361.wav    | -5.657464981079 | -6.767784118652 |
utt change to error:    20045362.wav    | -5.931259632111 | -6.589987754822 |
utt change to error:    20045367.wav    | -6.037728309631 | -6.692902565002 |
utt change to error:    20045370.wav    | -5.892496109009 | -6.705857276917 |
utt change to error:    20045378.wav    | -5.800140380859 | -6.682634353638 |
utt change to error:    20045379.wav    | -5.864502906799 | -6.58559513092 |
utt change to error:    20045385.wav    | -5.927344799042 | -6.742926597595 |
utt change to error:    20045389.wav    | -6.01430273056 | -6.662512302399 |
utt change to error:    20045392.wav    | -5.985772132874 | -6.625248908997 |
utt change to error:    20045394.wav    | -5.747584819794 | -6.548005580902 |
utt change to error:    20045395.wav    | -5.969624996185 | -6.815592765808 |
utt change to error:    20045396.wav    | -5.900944709778 | -6.718563079834 |
utt change to error:    20045397.wav    | -5.874566078186 | -6.387267112732 |
utt change to error:    20045399.wav    | -5.777418613434 | -6.604349136353 |
utt change to error:    20045400.wav    | -5.972266197205 | -6.71328163147 |
utt change to error:    20045402.wav    | -6.127090454102 | -6.715693473816 |
utt change to error:    20045403.wav    | -5.963648796082 | -6.632918357849 |
utt change to error:    20045405.wav    | -5.908836364746 | -6.626737594604 |
utt change to error:    20045408.wav    | -5.925968170166 | -6.688344955444 |
utt change to error:    20045409.wav    | -5.665377140045 | -6.695032119751 |
utt change to error:    20045412.wav    | -5.824410438538 | -6.520949363708 |
utt change to error:    20045422.wav    | -5.906548023224 | -6.377353668213 |
utt change to error:    20045423.wav    | -5.94884967804 | -6.669990539551 |
utt change to error:    20045431.wav    | -5.993160247803 | -6.6354637146 |
utt change to error:    20045432.wav    | -5.918252944946 | -6.556465148926 |
utt change to error:    20045437.wav    | -5.772046089172 | -6.724319458008 |
utt change to error:    20045439.wav    | -6.032905578613 | -6.80199098587 |
utt change to error:    20045443.wav    | -5.79994392395 | -6.715077877045 |
utt change to error:    20045447.wav    | -6.000267982483 | -6.809595108032 |
utt change to error:    20045449.wav    | -5.906178951263 | -6.469448566437 |
utt change to error:    20045453.wav    | -5.839636802673 | -6.789101600647 |
utt change to error:    20045454.wav    | -5.961027145386 | -6.804439544678 |
utt change to error:    20045455.wav    | -5.978687286377 | -6.78035736084 |
utt change to error:    20045457.wav    | -5.879493713379 | -6.545693397522 |
utt change to error:    20045460.wav    | -5.703405380249 | -6.482007980347 |
utt change to error:    20045462.wav    | -5.724358558655 | -6.406991481781 |
utt change to error:    20045465.wav    | -5.790496826172 | -6.535176277161 |
utt change to error:    20045467.wav    | -5.927802085876 | -6.736764431 |
utt change to error:    20045469.wav    | -5.898453235626 | -6.685390949249 |
utt change to error:    20045470.wav    | -5.783204078674 | -6.581581115723 |
utt change to error:    20045471.wav    | -5.991710662842 | -6.793889045715 |
utt change to error:    20045473.wav    | -6.03361415863 | -6.801280975342 |
utt change to error:    20045476.wav    | -5.737516403198 | -6.381978034973 |
utt change to error:    20045477.wav    | -5.730787277222 | -6.782140731812 |
utt change to error:    20045481.wav    | -5.837560176849 | -6.621161460876 |
utt change to error:    20045482.wav    | -5.817342281342 | -6.694851875305 |
utt change to error:    20045485.wav    | -6.019158363342 | -6.737629890442 |
utt change to error:    20045487.wav    | -5.779871463776 | -6.747720718384 |
utt change to error:    20045490.wav    | -5.889935493469 | -6.775427818298 |
utt change to error:    20045494.wav    | -5.928235054016 | -6.721131324768 |
utt change to error:    20045497.wav    | -5.867984294891 | -6.765540122986 |
utt change to error:    20045498.wav    | -5.911836147308 | -6.809089183807 |
utt change to error:    20045499.wav    | -5.873033046722 | -6.812383651733 |
utt change to error:    20045500.wav    | -5.79914855957 | -6.63364982605 |
utt change to error:    20045503.wav    | -5.966347694397 | -6.643972396851 |
utt change to error:    20045505.wav    | -6.093317985535 | -6.729078769684 |
utt change to error:    20045515.wav    | -5.903532981873 | -6.792527198792 |
utt change to error:    20045517.wav    | -5.944175720215 | -6.810937404633 |
utt change to error:    20045518.wav    | -5.899907588959 | -6.746419906616 |
utt change to error:    20045523.wav    | -5.90789604187 | -6.72350025177 |
utt change to error:    20045524.wav    | -5.703287124634 | -6.574690341949 |
utt change to error:    20045525.wav    | -5.753283500671 | -6.783101081848 |
utt change to error:    20045526.wav    | -5.807846069336 | -6.707098007202 |
utt change to error:    20045527.wav    | -5.953061103821 | -6.812420845032 |
utt change to error:    20045528.wav    | -6.047566413879 | -6.763517379761 |
utt change to error:    20045530.wav    | -5.938076972961 | -6.7084608078 |
utt change to error:    20045533.wav    | -5.880138397217 | -6.759615898132 |
utt change to error:    20045534.wav    | -5.870596885681 | -6.51104259491 |
utt change to error:    20045536.wav    | -5.962782859802 | -6.546973228455 |
utt change to error:    20045539.wav    | -6.080914497375 | -6.809929847717 |
utt change to error:    20045541.wav    | -5.665068626404 | -6.751284122467 |
utt change to error:    20045545.wav    | -5.920754432678 | -6.778995513916 |
utt change to error:    20045547.wav    | -5.886171340942 | -6.568399429321 |
utt change to error:    20045548.wav    | -5.748837471008 | -6.740180015564 |
utt change to error:    20045554.wav    | -6.009347915649 | -6.802965164185 |
utt change to error:    20045556.wav    | -5.8815574646 | -6.747087478638 |
utt change to error:    20045562.wav    | -6.010286331177 | -6.641230106354 |
utt change to error:    20045564.wav    | -5.80276966095 | -6.495190620422 |
utt change to error:    20045567.wav    | -5.988554954529 | -6.792492389679 |
utt change to error:    20045569.wav    | -5.953326225281 | -6.79198551178 |
utt change to error:    20045572.wav    | -5.783650875092 | -6.69581079483 |
utt change to error:    20045575.wav    | -5.741362094879 | -6.747622489929 |
utt change to error:    20045577.wav    | -5.846234321594 | -6.577494621277 |
utt change to error:    20045578.wav    | -5.961753845215 | -6.731728553772 |
utt change to error:    20045580.wav    | -5.943482398987 | -6.679848194122 |
utt change to error:    20045584.wav    | -5.901288032532 | -6.751930236816 |
utt change to error:    20045591.wav    | -6.007300376892 | -6.779433250427 |
utt change to error:    20045592.wav    | -6.026863098145 | -6.550322532654 |
utt change to error:    20045593.wav    | -5.88917350769 | -6.734654903412 |
utt change to error:    20045597.wav    | -5.892795562744 | -6.732027053833 |
utt change to error:    20045598.wav    | -5.99050283432 | -6.674103736877 |
utt change to error:    20045599.wav    | -5.932144165039 | -6.754364013672 |
utt change to error:    20045602.wav    | -6.016966342926 | -6.674018859863 |
utt change to error:    20045603.wav    | -5.679158687592 | -6.809007644653 |
utt change to error:    20045605.wav    | -6.002330780029 | -6.572431564331 |
utt change to error:    20045608.wav    | -5.773632526398 | -6.619009971619 |
utt change to error:    20045609.wav    | -5.865347385406 | -6.557689666748 |
utt change to error:    20045610.wav    | -5.947121620178 | -6.558915615082 |
utt change to error:    20045613.wav    | -5.873798847198 | -6.619433403015 |
utt change to error:    20045614.wav    | -5.891846656799 | -6.509623527527 |
utt change to error:    20045616.wav    | -5.969702720642 | -6.67049407959 |
utt change to error:    20045619.wav    | -5.778014183044 | -6.581537246704 |
utt change to error:    20045620.wav    | -5.880096912384 | -6.532866477966 |
utt change to error:    20045626.wav    | -5.980828285217 | -6.720092773438 |
utt change to error:    20045629.wav    | -5.735905170441 | -6.580026626587 |
utt change to error:    20045634.wav    | -5.834955215454 | -6.58514547348 |
utt change to error:    20045636.wav    | -5.722899436951 | -6.591108322144 |
utt change to error:    20045638.wav    | -5.91739320755 | -6.5118227005 |
utt change to error:    20045639.wav    | -5.868316173553 | -6.470437049866 |
utt change to error:    20045641.wav    | -6.022485733032 | -6.794898986816 |
utt change to error:    20045643.wav    | -5.940747737885 | -6.792617321014 |
utt change to error:    20045644.wav    | -5.647254943848 | -6.774211406708 |
utt change to error:    20045645.wav    | -5.993725299835 | -6.750081062317 |
utt change to error:    20045646.wav    | -5.876287937164 | -6.776527404785 |
utt change to error:    20045647.wav    | -6.04633808136 | -6.811249732971 |
utt change to error:    20045653.wav    | -5.736613273621 | -6.555727481842 |
utt change to error:    20045655.wav    | -5.929200172424 | -6.671169281006 |
utt change to error:    20045656.wav    | -6.043249130249 | -6.791951656342 |
utt change to error:    20045657.wav    | -5.786687850952 | -6.735498428345 |
utt change to error:    20045658.wav    | -6.028050422668 | -6.75238609314 |
utt change to error:    20045662.wav    | -6.056559562683 | -6.71123456955 |
utt change to error:    20045663.wav    | -6.007781982422 | -6.662623405457 |
utt change to error:    20045664.wav    | -6.055742740631 | -6.761803150177 |
utt change to error:    20045666.wav    | -5.996557235718 | -6.610584259033 |
utt change to error:    20045667.wav    | -5.654832839966 | -6.256591796875 |
utt change to error:    20045668.wav    | -5.906622409821 | -6.700765609741 |
utt change to error:    20045670.wav    | -5.890562057495 | -6.576801300049 |
utt change to error:    20045671.wav    | -6.002820014954 | -6.655896186829 |
utt change to error:    20045674.wav    | -5.924263954163 | -6.607946872711 |
utt change to error:    20045675.wav    | -5.903484344482 | -6.563357830048 |
utt change to error:    20045677.wav    | -5.971316337585 | -6.633681774139 |
utt change to error:    20045678.wav    | -5.830492973328 | -6.55495262146 |
utt change to error:    20045679.wav    | -5.966523170471 | -6.785619735718 |
utt change to error:    20045680.wav    | -5.993897438049 | -6.580233573914 |
utt change to error:    20045682.wav    | -6.07879447937 | -6.80347442627 |
utt change to error:    20045683.wav    | -6.14670753479 | -6.805524349213 |
utt change to error:    20045685.wav    | -6.000562667847 | -6.561028003693 |
utt change to error:    20045689.wav    | -5.67071723938 | -6.741400718689 |
utt change to error:    20045692.wav    | -5.880908966064 | -6.783155441284 |
utt change to error:    20045693.wav    | -5.689040184021 | -6.645620346069 |
utt change to error:    20045694.wav    | -5.910417556763 | -6.465983390808 |
utt change to error:    20045698.wav    | -5.919413566589 | -6.741046905518 |
utt change to error:    20045703.wav    | -5.95009803772 | -6.795375823975 |
utt change to error:    20045705.wav    | -5.765782356262 | -6.775804519653 |
utt change to error:    20045706.wav    | -6.005875587463 | -6.734443664551 |
utt change to error:    20045708.wav    | -5.894883155823 | -6.56339597702 |
utt change to error:    20045710.wav    | -5.660281181335 | -6.440934658051 |
utt change to error:    20045711.wav    | -5.798223495483 | -6.754065036774 |
utt change to error:    20045712.wav    | -5.693754196167 | -6.454545974731 |
